,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
384859,316026694,2022-03-14 01:46:59,48.40757,-89.21551,0.0,234.9,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
387017,477624800,2022-03-14 01:46:58,39.11102,-76.39189,0.0,207.6,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
389319,229161000,2022-03-14 01:48:46,37.21104,-76.11668,0.1,301.9,212.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
389329,229161000,2022-03-14 01:45:46,37.21099,-76.1166,0.1,293.7,218.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
389644,538004337,2022-03-14 01:41:41,36.80154,-76.28943,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
389653,538004337,2022-03-14 01:47:37,36.80154,-76.28941,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
390160,316026694,2022-03-14 01:49:59,48.40757,-89.21551,0.0,148.0,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
390396,538004337,2022-03-14 01:44:39,36.80153,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
390586,477624800,2022-03-14 01:48:07,39.11103,-76.39189,0.1,223.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
390829,311000813,2022-03-14 01:46:34,45.54899,-122.69382,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
390853,311000813,2022-03-14 01:49:35,45.54897,-122.69382,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
391626,477624800,2022-03-14 01:50:17,39.11102,-76.39189,0.1,214.6,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
392974,477624800,2022-03-14 01:45:47,39.11101,-76.39189,0.0,206.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
393452,538004337,2022-03-14 01:50:40,36.80155,-76.28945,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
397896,316026694,2022-03-14 01:52:58,48.40757,-89.21551,0.0,260.1,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
398093,229161000,2022-03-14 01:51:47,37.21107,-76.11674,0.0,268.5,208.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
398396,477624800,2022-03-14 01:49:16,39.11102,-76.3919,0.0,226.2,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
398413,477624800,2022-03-14 01:51:27,39.11102,-76.39188,0.0,161.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
401459,477624800,2022-03-14 01:54:47,39.11101,-76.3919,0.1,223.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
402904,477624800,2022-03-14 01:53:46,39.11101,-76.39189,0.0,202.8,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
406377,311000813,2022-03-14 01:58:32,45.54901,-122.69373,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
407520,311000813,2022-03-14 01:52:34,45.54902,-122.69386,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
408903,477624800,2022-03-14 01:52:36,39.11102,-76.39189,0.1,164.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
408918,477624800,2022-03-14 01:57:08,39.111,-76.39191,0.0,223.1,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
409349,538004337,2022-03-14 01:53:41,36.80157,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
410357,311000813,2022-03-14 01:55:35,45.54894,-122.69384,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
410484,316026694,2022-03-14 01:58:58,48.40757,-89.21551,0.0,335.7,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
410494,477624800,2022-03-14 01:58:16,39.111,-76.39191,0.0,223.1,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
410828,477624800,2022-03-14 01:56:07,39.11101,-76.3919,0.0,220.7,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
414660,538004337,2022-03-14 01:59:39,36.80156,-76.28945,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
416635,477624800,2022-03-14 02:01:16,39.111,-76.39189,0.2,276.9,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
417655,229161000,2022-03-14 02:00:47,37.21099,-76.11659,0.0,149.0,212.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
417677,229161000,2022-03-14 01:57:47,37.21102,-76.11662,0.1,174.3,212.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
418055,477624800,2022-03-14 02:00:07,39.11101,-76.39193,0.1,229.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
419741,477624800,2022-03-14 02:03:36,39.11099,-76.39189,0.2,274.8,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
420424,316026694,2022-03-14 02:01:58,48.40757,-89.21551,0.0,158.2,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
421780,477624800,2022-03-14 02:02:27,39.111,-76.39189,0.2,277.2,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
422092,229161000,2022-03-14 02:03:39,37.21097,-76.11653,0.1,150.3,215.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
422314,311000813,2022-03-14 02:04:32,45.54899,-122.69385,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
423436,477624800,2022-03-14 02:06:06,39.111,-76.39187,0.0,244.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
427366,477624800,2022-03-14 02:04:47,39.111,-76.39187,0.0,244.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
428251,477624800,2022-03-14 01:59:27,39.11101,-76.39193,0.1,226.8,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
430862,477624800,2022-03-14 02:07:07,39.11099,-76.39189,0.0,244.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
431783,538004337,2022-03-14 02:08:42,36.80154,-76.28945,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
431881,538004337,2022-03-14 02:11:39,36.80153,-76.28941,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
434314,311000813,2022-03-14 02:01:37,45.54894,-122.69378,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
435818,477624800,2022-03-14 02:09:28,39.11098,-76.3919,0.0,244.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
437956,311000813,2022-03-14 02:10:31,45.54899,-122.69379,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
441087,229161000,2022-03-14 02:12:45,37.21093,-76.11647,0.0,252.3,216.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
441204,311000813,2022-03-14 02:07:37,45.54898,-122.69383,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
442013,477624800,2022-03-14 02:08:18,39.11097,-76.39188,0.0,244.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
442050,477624800,2022-03-14 02:11:48,39.11101,-76.39186,0.1,263.1,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
443103,538004337,2022-03-14 02:14:42,36.80155,-76.28941,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
443443,229161000,2022-03-14 02:09:40,37.21094,-76.11643,0.0,341.9,218.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
443471,229161000,2022-03-14 02:15:43,37.21092,-76.11644,0.0,252.3,214.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
446077,477624800,2022-03-14 02:14:06,39.11099,-76.39188,0.0,272.2,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
447570,477624800,2022-03-14 02:16:27,39.11101,-76.39188,0.0,253.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
447968,316026694,2022-03-14 02:16:59,48.40756,-89.2155,0.0,358.3,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
448131,316026694,2022-03-14 02:10:58,48.40756,-89.2155,0.0,180.6,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
449437,311000813,2022-03-14 02:13:32,45.549,-122.69391,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
450455,316026694,2022-03-14 02:13:58,48.40756,-89.2155,0.0,292.9,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
451845,477624800,2022-03-14 02:18:47,39.111,-76.39189,0.1,271.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
453507,477624800,2022-03-14 02:17:36,39.111,-76.39189,0.0,253.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
455503,477624800,2022-03-14 02:22:36,39.11101,-76.39191,0.1,263.7,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
455750,311000813,2022-03-14 02:16:32,45.54896,-122.6938,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
456546,311000813,2022-03-14 02:19:32,45.54898,-122.69386,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
456622,477624800,2022-03-14 02:15:17,39.11101,-76.39186,0.1,259.1,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
459016,477624800,2022-03-14 02:21:27,39.111,-76.39194,0.1,261.6,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
459999,311000813,2022-03-14 02:22:37,45.54902,-122.69381,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
462003,229161000,2022-03-14 02:24:44,37.21083,-76.11627,0.0,65.3,224.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
462343,538004337,2022-03-14 02:17:37,36.80155,-76.28939,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
463127,229161000,2022-03-14 02:18:43,37.21087,-76.11638,0.1,145.4,217.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
463681,477624800,2022-03-14 02:24:56,39.111,-76.39191,0.1,272.6,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
466006,477624800,2022-03-14 02:25:57,39.111,-76.39191,0.1,270.6,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
466022,477624800,2022-03-14 02:27:07,39.111,-76.39195,0.1,270.5,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
467276,477624800,2022-03-14 02:20:06,39.11099,-76.39193,0.1,259.7,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
467504,316026694,2022-03-14 02:28:58,48.40756,-89.2155,0.0,122.3,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
467542,316026694,2022-03-14 02:22:58,48.40756,-89.2155,0.0,140.9,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
468709,229161000,2022-03-14 02:27:43,37.21081,-76.11625,0.0,295.4,223.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
469490,477624800,2022-03-14 02:23:46,39.11101,-76.39193,0.1,272.7,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
469588,311000813,2022-03-14 02:28:32,45.549,-122.69385,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
469664,538004337,2022-03-14 02:26:41,36.80155,-76.28944,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
474360,477624800,2022-03-14 02:29:27,39.111,-76.39194,0.1,272.6,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
475092,311000813,2022-03-14 02:25:36,45.54898,-122.69392,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
475650,229161000,2022-03-14 02:21:43,37.21083,-76.11631,0.1,202.2,222.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
476094,538004337,2022-03-14 02:29:44,36.80156,-76.28938,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
477963,311000813,2022-03-14 02:31:34,45.54899,-122.69387,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
478528,311000813,2022-03-14 02:34:35,45.54902,-122.69381,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
479121,538004337,2022-03-14 02:23:42,36.80154,-76.28941,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
479830,316026694,2022-03-14 02:25:58,48.40756,-89.2155,0.0,123.9,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
481447,538004337,2022-03-14 02:32:39,36.80154,-76.28943,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
481707,477624800,2022-03-14 02:33:07,39.111,-76.39192,0.0,266.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
481862,477624800,2022-03-14 02:30:46,39.111,-76.3919,0.1,275.6,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
483532,311000813,2022-03-14 02:37:34,45.549,-122.69379,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
483557,477624800,2022-03-14 02:31:57,39.111,-76.39188,0.1,274.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
484932,477624800,2022-03-14 02:37:46,39.11098,-76.39191,0.0,267.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
485513,229161000,2022-03-14 02:36:44,37.21076,-76.11619,0.1,113.7,227.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
485862,316026694,2022-03-14 02:31:59,48.40756,-89.2155,0.0,168.7,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
485910,316026694,2022-03-14 02:37:59,48.40756,-89.2155,0.0,119.9,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
487837,316026694,2022-03-14 02:34:59,48.40756,-89.2155,0.0,305.9,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
489036,538004337,2022-03-14 02:38:39,36.8015,-76.28941,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
490082,477624800,2022-03-14 02:28:17,39.11101,-76.39197,0.1,270.7,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
490163,229161000,2022-03-14 02:30:45,37.21081,-76.11625,0.1,247.0,222.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
490325,477624800,2022-03-14 02:34:17,39.11098,-76.3919,0.1,268.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
490340,477624800,2022-03-14 02:35:26,39.11099,-76.39189,0.1,260.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
492410,477624800,2022-03-14 02:40:07,39.11109,-76.39203,0.0,331.1,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
493242,477624800,2022-03-14 02:38:57,39.11095,-76.39187,0.1,284.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
494735,477624800,2022-03-14 02:41:16,39.11106,-76.39195,0.0,300.9,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
496005,477624800,2022-03-14 02:36:37,39.11098,-76.39192,0.1,259.9,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
501103,477624800,2022-03-14 02:43:37,39.111,-76.39191,0.1,277.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
502322,311000813,2022-03-14 02:40:35,45.54901,-122.69376,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
504715,316026694,2022-03-14 02:43:59,48.40755,-89.2155,0.0,256.5,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
508248,316026694,2022-03-14 02:46:59,48.40756,-89.21549,0.0,325.9,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
508270,477624800,2022-03-14 02:44:47,39.11101,-76.39188,0.1,278.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
509046,229161000,2022-03-14 02:45:45,37.21073,-76.11618,0.1,26.6,228.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
509070,229161000,2022-03-14 02:48:43,37.21073,-76.11619,0.0,277.6,225.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
509268,311000813,2022-03-14 02:43:37,45.54903,-122.69382,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
510471,316026694,2022-03-14 02:49:58,48.40756,-89.2155,0.0,145.3,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
511593,477624800,2022-03-14 02:49:27,39.11101,-76.39189,0.1,289.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
512018,538004337,2022-03-14 02:47:40,36.80152,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
513846,229161000,2022-03-14 02:51:46,37.21068,-76.11611,0.1,188.9,228.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
518738,477624800,2022-03-14 02:50:37,39.111,-76.39189,0.0,292.7,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
520138,311000813,2022-03-14 02:52:35,45.54901,-122.69384,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
521319,477624800,2022-03-14 02:51:47,39.11097,-76.39189,0.1,284.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
521562,538004337,2022-03-14 02:44:41,36.80148,-76.28948,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
521717,311000813,2022-03-14 02:55:34,45.54902,-122.69378,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
521739,311000813,2022-03-14 02:46:34,45.54901,-122.69388,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
521952,477624800,2022-03-14 02:45:56,39.11101,-76.39192,0.0,276.8,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
521967,316026694,2022-03-14 02:52:59,48.40756,-89.21551,0.0,358.0,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
525742,311000813,2022-03-14 02:49:36,45.54899,-122.69379,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
525772,311000813,2022-03-14 02:58:34,45.54896,-122.6938,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
526880,477624800,2022-03-14 02:48:17,39.11101,-76.39187,0.0,287.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
528332,229161000,2022-03-14 02:57:45,37.21054,-76.11602,0.0,221.3,236.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
530892,477624800,2022-03-14 02:52:57,39.11098,-76.39193,0.0,291.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
531018,477624800,2022-03-14 02:58:46,39.111,-76.39188,0.0,230.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
531038,477624800,2022-03-14 02:57:37,39.11097,-76.39189,0.0,233.1,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
531577,477624800,2022-03-14 02:54:07,39.11099,-76.39191,0.0,291.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
531586,477624800,2022-03-14 02:56:27,39.11096,-76.39189,0.0,257.1,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
532072,477624800,2022-03-14 02:59:57,39.111,-76.39189,0.1,239.7,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
532674,538004337,2022-03-14 02:53:42,36.80152,-76.2894,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
532863,538004337,2022-03-14 02:50:42,36.8015,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
532993,538004337,2022-03-14 02:56:43,36.8015,-76.2894,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
534523,477624800,2022-03-14 03:00:07,39.11101,-76.39188,0.1,237.8,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
537298,477624800,2022-03-14 03:01:18,39.111,-76.39188,0.0,241.8,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
538159,311000813,2022-03-14 03:01:35,45.54898,-122.69376,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
539313,477624800,2022-03-14 02:55:17,39.11101,-76.39189,0.0,291.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
540020,229161000,2022-03-14 02:54:42,37.21059,-76.11604,0.1,132.7,234.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
541204,538004337,2022-03-14 02:59:42,36.80148,-76.28941,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
543683,229161000,2022-03-14 03:03:45,37.21052,-76.116,0.0,271.9,237.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
546182,477624800,2022-03-14 03:04:46,39.11106,-76.39186,0.0,20.6,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
547155,311000813,2022-03-14 03:04:32,45.54901,-122.69385,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
548241,477624800,2022-03-14 03:02:27,39.11108,-76.39184,0.0,325.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
549000,538004337,2022-03-14 03:02:43,36.80146,-76.28943,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
549703,477624800,2022-03-14 03:03:37,39.11107,-76.39186,0.0,20.6,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
550178,229161000,2022-03-14 03:06:42,37.21052,-76.11598,0.1,214.8,237.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
553486,477624800,2022-03-14 03:06:07,39.11102,-76.3919,0.0,281.9,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
