,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
554570,477624800,2022-03-14 03:08:36,39.11098,-76.3919,0.0,281.9,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
556441,311000813,2022-03-14 03:07:32,45.54904,-122.69383,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
556534,477624800,2022-03-14 03:07:27,39.11101,-76.39191,0.0,281.9,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
561515,477624800,2022-03-14 03:09:47,39.11099,-76.3919,0.0,281.9,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
562004,316026694,2022-03-14 03:10:58,48.40756,-89.2155,0.0,21.2,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
562822,311000813,2022-03-14 03:10:37,45.54899,-122.69379,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
563564,477624800,2022-03-14 03:11:06,39.111,-76.39189,0.0,281.9,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
564048,538004337,2022-03-14 03:11:43,36.80151,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
564557,316026694,2022-03-14 03:13:59,48.40756,-89.2155,0.0,236.5,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
565051,229161000,2022-03-14 03:12:42,37.21046,-76.11593,0.1,152.3,240.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
567637,311000813,2022-03-14 03:13:32,45.54897,-122.69378,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
568337,477624800,2022-03-14 03:12:17,39.111,-76.39189,0.0,281.9,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
569950,538004337,2022-03-14 03:14:37,36.8015,-76.28943,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
570568,477624800,2022-03-14 03:14:37,39.11096,-76.39189,0.0,317.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
571362,477624800,2022-03-14 03:15:47,39.11088,-76.39192,0.0,246.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
574003,477624800,2022-03-14 03:17:07,39.11097,-76.3919,0.0,235.2,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
574323,538004337,2022-03-14 03:17:42,36.80154,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
574355,538004337,2022-03-14 00:59:42,36.80152,-76.28943,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
575138,316026694,2022-03-14 03:16:59,48.40756,-89.2155,0.0,206.6,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
575491,477624800,2022-03-14 03:13:27,39.11098,-76.39188,0.0,281.9,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
575501,477624800,2022-03-14 03:18:16,39.11099,-76.39185,0.0,235.9,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
575652,311000813,2022-03-14 03:19:32,45.54901,-122.69382,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
577311,316026694,2022-03-14 03:19:58,48.40756,-89.2155,0.0,119.2,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
577477,477624800,2022-03-14 03:19:26,39.11102,-76.39189,0.0,145.9,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
579349,229161000,2022-03-14 03:21:46,37.2103,-76.11581,0.1,184.0,244.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
581793,477624800,2022-03-14 03:20:36,39.11103,-76.39185,0.0,232.5,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
582022,538004337,2022-03-14 03:20:37,36.80151,-76.28945,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
582914,229161000,2022-03-14 03:15:45,37.21041,-76.1159,0.1,165.9,241.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
583173,477624800,2022-03-14 03:21:47,39.11101,-76.39187,0.0,232.5,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
584492,311000813,2022-03-14 03:22:32,45.54899,-122.69384,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
584529,311000813,2022-03-14 03:16:32,45.54899,-122.69382,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
585803,477624800,2022-03-14 03:22:56,39.111,-76.39186,0.0,232.5,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
591615,229161000,2022-03-14 03:24:42,37.21023,-76.1158,0.1,172.1,246.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
591654,229161000,2022-03-14 03:18:44,37.21035,-76.11585,0.1,197.9,243.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
591775,316026694,2022-03-14 03:25:58,48.40756,-89.2155,0.0,200.8,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
592100,477624800,2022-03-14 03:26:26,39.11095,-76.39189,0.0,230.8,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
593230,229161000,2022-03-14 03:27:47,37.21021,-76.11578,0.1,221.5,249.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
593665,538004337,2022-03-14 03:23:37,36.80153,-76.28946,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
594627,477624800,2022-03-14 03:27:37,39.11097,-76.39189,0.0,230.8,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
595216,316026694,2022-03-14 03:28:59,48.40755,-89.2155,0.0,256.0,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
596627,477624800,2022-03-14 03:25:17,39.11097,-76.39187,0.0,231.1,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
596918,538004337,2022-03-14 03:26:37,36.80152,-76.28947,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
598029,311000813,2022-03-14 03:28:37,45.54896,-122.69383,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
601542,477624800,2022-03-14 03:28:47,39.11097,-76.3919,0.0,230.8,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
602292,229161000,2022-03-14 03:30:42,37.21021,-76.11575,0.1,184.4,249.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
602990,311000813,2022-03-14 03:31:35,45.54901,-122.69382,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
603414,538004337,2022-03-14 03:29:42,36.8015,-76.28946,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
604481,477624800,2022-03-14 03:32:17,39.11098,-76.39186,0.1,233.8,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
605688,477624800,2022-03-14 03:33:27,39.11098,-76.39186,0.0,240.1,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
606227,229161000,2022-03-14 03:33:47,37.21016,-76.11575,0.1,195.7,250.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
607177,311000813,2022-03-14 03:25:32,45.54897,-122.69377,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
607726,538004337,2022-03-14 03:32:37,36.8015,-76.28946,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
612264,538004337,2022-03-14 03:35:37,36.80153,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
612995,477624800,2022-03-14 03:35:47,39.111,-76.39188,0.0,240.1,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
615201,477624800,2022-03-14 03:36:57,39.111,-76.39189,0.0,240.1,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
615683,229161000,2022-03-14 03:36:41,37.21013,-76.11575,0.1,247.5,251.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
615979,477624800,2022-03-14 03:39:17,39.11098,-76.3919,0.1,217.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
616440,316026694,2022-03-14 03:40:59,48.40755,-89.2155,0.0,310.7,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
616655,311000813,2022-03-14 03:37:36,45.54895,-122.6938,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
617307,477624800,2022-03-14 03:38:07,39.11099,-76.3919,0.1,218.1,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
618341,229161000,2022-03-14 03:39:46,37.2101,-76.11575,0.1,173.8,253.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
618831,316026694,2022-03-14 03:31:59,48.40755,-89.2155,0.0,62.6,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
618833,477624800,2022-03-14 03:29:58,39.11099,-76.39186,0.0,230.8,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
619060,311000813,2022-03-14 03:40:34,45.54895,-122.69381,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
620069,538004337,2022-03-14 03:38:39,36.80155,-76.28937,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
622044,477624800,2022-03-14 03:40:26,39.11097,-76.39189,0.0,217.7,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
622065,477624800,2022-03-14 03:42:46,39.111,-76.39189,0.1,212.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
622987,477624800,2022-03-14 03:43:57,39.11099,-76.39189,0.1,162.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
622996,477624800,2022-03-14 03:41:36,39.11098,-76.39187,0.1,226.8,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
624043,311000813,2022-03-14 03:43:32,45.54899,-122.69392,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
624981,538004337,2022-03-14 03:41:41,36.80149,-76.28944,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
626996,477624800,2022-03-14 03:34:37,39.11101,-76.39188,0.0,240.1,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
631290,316026694,2022-03-14 03:46:57,48.40755,-89.2155,0.0,55.5,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
632646,477624800,2022-03-14 03:46:16,39.111,-76.39189,0.0,139.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
633914,316026694,2022-03-14 03:43:59,48.40755,-89.2155,0.0,301.6,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
634517,477624800,2022-03-14 03:45:07,39.111,-76.39194,0.0,76.2,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
634534,229161000,2022-03-14 03:48:44,37.21001,-76.11567,0.1,203.1,256.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
636071,538004337,2022-03-14 03:44:39,36.8015,-76.28941,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
637117,477624800,2022-03-14 03:49:46,39.11103,-76.39189,0.0,208.6,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
638415,229161000,2022-03-14 03:45:47,37.21003,-76.1157,0.1,200.4,255.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
639880,538004337,2022-03-14 03:50:40,36.80154,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
643058,477624800,2022-03-14 03:47:27,39.11106,-76.39188,0.0,21.5,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
645279,477624800,2022-03-14 03:50:58,39.11099,-76.3919,0.0,207.8,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
645939,316026694,2022-03-14 03:52:58,48.40755,-89.2155,0.0,282.5,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
646691,477624800,2022-03-14 01:08:38,39.11099,-76.39186,0.1,262.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
647950,477624800,2022-03-14 03:52:08,39.11101,-76.39191,0.1,204.9,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
653986,311000813,2022-03-14 03:52:32,45.549,-122.69381,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
655646,316026694,2022-03-14 03:58:58,48.40756,-89.21549,0.0,37.2,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
656437,311000813,2022-03-14 03:55:32,45.54899,-122.6938,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
656448,316026694,2022-03-14 04:01:58,48.40756,-89.2155,0.0,346.8,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
659253,477624800,2022-03-14 04:00:07,39.111,-76.39188,0.0,213.9,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
660168,229161000,2022-03-14 03:54:43,37.20994,-76.11566,0.1,163.5,258.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
660536,477624800,2022-03-14 03:54:26,39.11101,-76.39189,0.0,216.7,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
661714,229161000,2022-03-14 03:57:48,37.20992,-76.11561,0.1,167.0,258.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
662023,477624800,2022-03-14 03:56:46,39.11101,-76.39189,0.0,215.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
664129,477624800,2022-03-14 04:02:37,39.11101,-76.39188,0.0,213.9,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
665611,477624800,2022-03-14 04:06:07,39.11101,-76.3919,0.0,211.1,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
666066,538004337,2022-03-14 03:59:44,36.8015,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
666167,538004337,2022-03-14 03:56:37,36.80152,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
666886,229161000,2022-03-14 04:03:49,37.20982,-76.11551,0.1,189.0,260.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
666910,229161000,2022-03-14 03:51:46,37.20997,-76.11571,0.1,198.0,257.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
667509,477624800,2022-03-14 03:59:07,39.11097,-76.39189,0.0,213.9,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
668942,229161000,2022-03-14 04:06:41,37.20976,-76.11553,0.1,175.2,262.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
669005,229161000,2022-03-14 04:00:43,37.20987,-76.11558,0.1,153.9,259.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
669270,477624800,2022-03-14 04:04:57,39.111,-76.39187,0.0,210.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
669867,311000813,2022-03-14 04:01:32,45.54899,-122.69384,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
672208,229161000,2022-03-14 04:09:39,37.20969,-76.11555,0.1,203.5,264.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
672446,477624800,2022-03-14 04:08:26,39.11101,-76.39188,0.1,207.1,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
675706,311000813,2022-03-14 04:07:37,45.54899,-122.6938,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
677115,477624800,2022-03-14 03:55:37,39.11101,-76.3919,0.0,212.6,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
677410,316026694,2022-03-14 03:55:59,48.40755,-89.2155,0.0,220.9,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
678812,229161000,2022-03-14 04:12:42,37.20965,-76.11558,0.1,194.0,267.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
679218,477624800,2022-03-14 04:10:46,39.11097,-76.39188,0.1,218.2,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
681069,477624800,2022-03-14 04:07:17,39.111,-76.39189,0.0,210.1,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
682736,477624800,2022-03-14 04:09:37,39.11101,-76.39187,0.1,201.9,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
683138,311000813,2022-03-14 04:13:38,45.549,-122.69379,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
684594,538004337,2022-03-14 01:17:44,36.80159,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
684658,538004337,2022-03-14 04:08:42,36.80148,-76.2894,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
689770,477624800,2022-03-14 04:16:37,39.11097,-76.39184,0.1,189.6,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
690102,316026694,2022-03-14 04:07:59,48.40756,-89.21549,0.0,79.7,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
690225,316026694,2022-03-14 04:10:58,48.40755,-89.21549,0.0,105.3,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
691020,477624800,2022-03-14 04:18:57,39.11098,-76.39186,0.1,193.8,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
692336,311000813,2022-03-14 04:16:37,45.54902,-122.69381,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
694177,477624800,2022-03-14 04:03:46,39.11102,-76.39187,0.0,213.9,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
694869,311000813,2022-03-14 04:04:32,45.54901,-122.69382,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
696934,477624800,2022-03-14 04:14:16,39.11095,-76.39187,0.0,204.6,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
697178,311000813,2022-03-14 04:10:32,45.54903,-122.69384,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
697691,538004337,2022-03-14 04:11:44,36.80149,-76.28943,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
697703,538004337,2022-03-14 04:20:41,36.80152,-76.28945,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
697733,538004337,2022-03-14 04:02:41,36.8015,-76.28946,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
697930,477624800,2022-03-14 04:13:07,39.11097,-76.39186,0.0,206.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
699384,229161000,2022-03-14 04:15:44,37.2096,-76.11552,0.1,164.4,268.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
699419,538004337,2022-03-14 04:23:41,36.80146,-76.28938,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
699811,477624800,2022-03-14 04:11:57,39.11097,-76.39188,0.1,201.8,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
700801,316026694,2022-03-14 04:16:59,48.40755,-89.21549,0.0,283.4,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
703841,311000813,2022-03-14 04:25:33,45.54901,-122.69384,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
704019,229161000,2022-03-14 04:24:45,37.20942,-76.11549,0.1,179.0,272.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
705088,477624800,2022-03-14 04:20:06,39.111,-76.39187,0.1,205.2,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
705756,477624800,2022-03-14 04:24:47,39.11102,-76.39188,0.1,195.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
706289,538004337,2022-03-14 04:17:42,36.80155,-76.28943,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
711139,311000813,2022-03-14 04:22:38,45.54901,-122.69382,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
711290,477624800,2022-03-14 04:21:17,39.111,-76.39187,0.0,196.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
711700,477624800,2022-03-14 04:15:27,39.11095,-76.39185,0.1,201.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
713315,477624800,2022-03-14 04:28:08,39.11102,-76.39188,0.1,194.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
714400,316026694,2022-03-14 04:28:59,48.40755,-89.21549,0.0,159.2,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
714926,229161000,2022-03-14 04:21:45,37.20948,-76.11549,0.1,193.4,270.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
714954,229161000,2022-03-14 04:18:43,37.20956,-76.11549,0.1,173.6,268.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
715770,311000813,2022-03-14 04:19:32,45.54899,-122.69379,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
716205,477624800,2022-03-14 04:17:46,39.11098,-76.39186,0.1,203.2,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
716242,477624800,2022-03-14 04:29:16,39.11099,-76.39186,0.1,190.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
716929,229161000,2022-03-14 04:27:43,37.2094,-76.11548,0.1,188.7,273.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
718268,477624800,2022-03-14 04:31:37,39.11098,-76.39187,0.1,150.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
719237,229161000,2022-03-14 04:30:44,37.20935,-76.11548,0.1,206.4,275.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
719279,316026694,2022-03-14 04:19:58,48.40755,-89.21549,0.0,78.6,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
719738,311000813,2022-03-14 04:31:37,45.54901,-122.69378,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
