,BaseDateTime,MMSI,LAT,LON,SOG,COG,Heading
12573,2022-02-03 05:30:04,211626110,54.556267,12.516957,7.2,75.8,75.0
12574,2022-02-03 05:30:06,211626110,54.55629,12.517125,7.2,76.3,74.0
12575,2022-02-03 05:30:11,211626110,54.556323,12.51735,7.2,75.8,73.0
12576,2022-02-03 05:30:14,211626110,54.556347,12.517518,7.2,75.9,73.0
12577,2022-02-03 05:30:21,211626110,54.556405,12.51791,7.2,75.7,74.0
12578,2022-02-03 05:30:38,211626110,54.556548,12.51886,7.2,75.6,75.0
12579,2022-02-03 05:30:48,211626110,54.55663,12.519418,7.2,75.7,76.0
12580,2022-02-03 05:30:50,211626110,54.556655,12.519587,7.2,75.8,76.0
12581,2022-02-03 05:30:54,211626110,54.55668,12.519753,7.2,76.0,76.0
12582,2022-02-03 05:30:57,211626110,54.556712,12.519977,7.2,76.0,77.0
12583,2022-02-03 05:31:00,211626110,54.556737,12.520143,7.2,76.4,77.0
12584,2022-02-03 05:31:04,211626110,54.55676,12.520312,7.2,76.5,76.0
12585,2022-02-03 05:31:06,211626110,54.556783,12.520478,7.2,76.6,77.0
12586,2022-02-03 05:31:07,211187510,54.244418,9.61437,0.0,208.4,198.0
12587,2022-02-03 05:31:10,211626110,54.556813,12.520702,7.2,77.0,77.0
12588,2022-02-03 05:31:14,211626110,54.556837,12.52087,7.2,76.9,77.0
12589,2022-02-03 05:31:21,211626110,54.556888,12.521262,7.2,77.2,77.0
12590,2022-02-03 05:31:30,211626110,54.556962,12.521823,7.2,77.6,76.0
12591,2022-02-03 05:31:38,211626110,54.55701,12.522218,7.2,77.7,75.0
12592,2022-02-03 05:31:44,211626110,54.557053,12.522555,7.2,77.7,76.0
12593,2022-02-03 05:31:48,211626110,54.557082,12.52278,7.2,77.6,75.0
12594,2022-02-03 05:31:54,211626110,54.557127,12.523118,7.2,77.6,76.0
12595,2022-02-03 05:31:57,211626110,54.557155,12.523342,7.2,77.4,75.0
12596,2022-02-03 05:32:01,211626110,54.557178,12.523512,7.2,77.4,75.0
12597,2022-02-03 05:32:06,211626110,54.557222,12.523848,7.2,77.4,75.0
12598,2022-02-03 05:32:10,219003217,54.909093,9.7816,0.0,,25.0
12599,2022-02-03 05:32:14,211626110,54.557275,12.524242,7.2,77.3,75.0
12600,2022-02-03 05:32:24,211626110,54.557348,12.524803,7.2,77.3,76.0
12601,2022-02-03 05:32:31,211626110,54.557402,12.525198,7.2,77.3,76.0
12602,2022-02-03 05:32:38,211626110,54.557453,12.525592,7.2,77.2,76.0
12603,2022-02-03 05:32:44,211626110,54.557497,12.52593,7.2,77.2,75.0
12604,2022-02-03 05:32:48,211626110,54.557527,12.526157,7.2,77.1,75.0
12605,2022-02-03 05:32:50,211626110,54.55755,12.526325,7.2,77.2,75.0
12606,2022-02-03 05:32:54,211626110,54.557572,12.526493,7.2,77.2,75.0
12607,2022-02-03 05:32:57,211626110,54.557602,12.526718,7.2,77.0,75.0
12608,2022-02-03 05:33:04,211626110,54.557647,12.527057,7.2,76.7,75.0
12609,2022-02-03 05:33:06,211626110,54.55767,12.527225,7.2,76.8,75.0
12610,2022-02-03 05:33:14,211626110,54.557723,12.527617,7.2,76.5,75.0
12611,2022-02-03 05:33:19,211626110,54.557723,12.527617,7.2,76.5,75.0
12612,2022-02-03 05:33:20,211626110,54.557778,12.528008,7.2,76.3,75.0
12613,2022-02-03 05:33:24,211626110,54.557802,12.528177,7.2,76.4,76.0
12614,2022-02-03 05:33:30,211626110,54.557858,12.528567,7.2,76.2,75.0
12615,2022-02-03 05:33:38,211626110,54.557915,12.528958,7.2,76.1,74.0
12616,2022-02-03 05:33:44,211626110,54.557963,12.529295,7.2,76.0,75.0
12617,2022-02-03 05:33:50,211626110,54.55802,12.529685,7.2,75.6,74.0
12618,2022-02-03 05:33:54,211626110,54.558045,12.529852,7.2,75.8,75.0
12619,2022-02-03 05:33:57,211626110,54.558078,12.530075,7.2,75.5,75.0
12620,2022-02-03 05:34:04,211626110,54.558128,12.53041,7.2,75.9,75.0
12621,2022-02-03 05:34:06,211626110,54.558153,12.530577,7.2,75.8,75.0
12622,2022-02-03 05:34:11,211626110,54.558185,12.5308,7.2,76.2,75.0
12623,2022-02-03 05:34:14,211626110,54.558208,12.530968,7.2,76.2,74.0
12624,2022-02-03 05:34:20,211626110,54.558265,12.531358,7.2,76.3,74.0
12625,2022-02-03 05:34:24,211626110,54.55829,12.531527,7.2,75.8,74.0
12626,2022-02-03 05:34:31,211626110,54.558347,12.531917,7.2,75.7,73.0
12627,2022-02-03 05:34:38,211626110,54.558405,12.532307,7.2,75.6,73.0
12628,2022-02-03 05:34:44,211626110,54.558455,12.53264,7.2,75.3,72.0
12629,2022-02-03 05:34:48,211626110,54.55849,12.532863,7.2,74.9,74.0
12630,2022-02-03 05:34:54,211626110,54.558542,12.533195,7.2,75.0,74.0
12631,2022-02-03 05:34:57,211626110,54.558577,12.533417,7.2,74.9,74.0
12632,2022-02-03 05:35:06,211626110,54.558653,12.533917,7.2,75.1,74.0
12633,2022-02-03 05:35:10,219003217,54.909092,9.781608,0.0,,23.0
12634,2022-02-03 05:35:24,211626110,54.558798,12.53486,7.2,75.5,76.0
12635,2022-02-03 05:35:38,211626110,54.558912,12.535637,7.2,75.7,74.0
12636,2022-02-03 05:35:44,211626110,54.558962,12.535968,7.2,75.6,77.0
12638,2022-02-03 05:35:48,211626110,54.558993,12.536188,7.2,76.0,76.0
12639,2022-02-03 05:35:54,211626110,54.559042,12.53652,7.2,76.4,73.0
12640,2022-02-03 05:35:57,211626110,54.559073,12.536742,7.2,76.1,72.0
12641,2022-02-03 05:36:00,211626110,54.559097,12.536908,7.2,75.8,73.0
12642,2022-02-03 05:36:04,211626110,54.559122,12.537073,7.1,75.7,76.0
12643,2022-02-03 05:36:06,211626110,54.559145,12.537238,7.2,75.5,77.0
12644,2022-02-03 05:36:14,211626110,54.559202,12.537625,7.2,76.2,76.0
12645,2022-02-03 05:36:24,211626110,54.55928,12.538178,7.2,76.2,73.0
12646,2022-02-03 05:36:44,211626110,54.559442,12.539283,7.1,75.4,74.0
12647,2022-02-03 05:36:48,211626110,54.559475,12.539503,7.1,75.4,74.0
12648,2022-02-03 05:36:54,211626110,54.559525,12.539833,7.1,75.5,74.0
12649,2022-02-03 05:36:57,211626110,54.559558,12.540053,7.1,75.2,74.0
12650,2022-02-03 05:37:01,211626110,54.559583,12.540218,7.1,75.4,74.0
12651,2022-02-03 05:37:06,211626110,54.559633,12.540548,7.1,75.2,73.0
12652,2022-02-03 05:37:10,211626110,54.559667,12.540768,7.1,75.3,74.0
12653,2022-02-03 05:37:14,211626110,54.559693,12.540933,7.1,75.1,74.0
12654,2022-02-03 05:37:18,211626110,54.559727,12.541153,7.1,75.0,74.0
12655,2022-02-03 05:37:20,211626110,54.559752,12.541318,7.1,75.2,74.0
12656,2022-02-03 05:37:24,211626110,54.559778,12.541482,7.1,74.9,73.0
12657,2022-02-03 05:37:31,211626110,54.559837,12.541867,7.1,75.1,74.0
12658,2022-02-03 05:37:38,211626110,54.559897,12.542252,7.1,75.2,76.0
12659,2022-02-03 05:37:48,211626110,54.55998,12.5428,7.1,75.7,73.0
12660,2022-02-03 05:37:50,211626110,54.560005,12.542965,7.1,75.6,72.0
12661,2022-02-03 05:37:54,211626110,54.56003,12.54313,7.1,75.5,74.0
12662,2022-02-03 05:37:57,211626110,54.560063,12.54335,7.1,75.3,75.0
12663,2022-02-03 05:38:01,211626110,54.560088,12.543515,7.1,75.4,77.0
12664,2022-02-03 05:38:04,211626110,54.560113,12.54368,7.1,75.4,77.0
12665,2022-02-03 05:38:06,211626110,54.560138,12.543845,7.1,75.7,76.0
12666,2022-02-03 05:38:10,219003217,54.909103,9.781665,0.0,,28.0
12667,2022-02-03 05:38:14,211626110,54.560193,12.54423,7.1,76.0,73.0
12668,2022-02-03 05:38:18,211626110,54.560225,12.544452,7.1,76.0,74.0
12669,2022-02-03 05:38:20,211626110,54.56025,12.544617,7.1,75.9,74.0
12670,2022-02-03 05:38:24,211626110,54.560273,12.544782,7.1,75.8,75.0
12671,2022-02-03 05:38:31,211626110,54.56033,12.545167,7.1,75.8,76.0
12672,2022-02-03 05:38:38,211626110,54.560387,12.545552,7.1,76.0,77.0
12673,2022-02-03 05:38:44,211626110,54.560433,12.545882,7.1,76.5,77.0
12674,2022-02-03 05:38:48,211626110,54.560463,12.546102,7.1,76.8,77.0
12675,2022-02-03 05:38:50,211626110,54.560487,12.546268,7.1,77.0,77.0
12676,2022-02-03 05:38:54,211626110,54.560508,12.546433,7.1,77.1,75.0
12677,2022-02-03 05:38:57,211626110,54.560538,12.546655,7.1,77.0,76.0
12678,2022-02-03 05:39:01,211626110,54.56056,12.54682,7.1,77.2,76.0
12679,2022-02-03 05:39:04,211626110,54.560582,12.546987,7.1,77.3,75.0
12680,2022-02-03 05:39:06,211626110,54.560603,12.547153,7.1,77.0,76.0
12681,2022-02-03 05:39:14,211626110,54.560655,12.54754,7.1,76.8,74.0
12682,2022-02-03 05:39:18,211626110,54.560685,12.547762,7.1,76.9,75.0
12683,2022-02-03 05:39:20,211626110,54.560708,12.547927,7.1,76.6,75.0
12684,2022-02-03 05:39:24,211626110,54.560732,12.548092,7.1,76.4,77.0
12685,2022-02-03 05:39:30,211626110,54.560785,12.548478,7.1,76.6,76.0
12686,2022-02-03 05:39:38,211626110,54.560837,12.548865,7.1,76.7,73.0
12687,2022-02-03 05:39:44,211626110,54.560883,12.549195,7.1,76.3,75.0
12688,2022-02-03 05:39:48,211626110,54.560915,12.549417,7.1,76.2,75.0
12689,2022-02-03 05:39:50,211626110,54.560938,12.54958,7.1,76.0,77.0
12690,2022-02-03 05:39:54,211626110,54.560962,12.549747,7.1,76.2,76.0
12691,2022-02-03 05:39:57,211626110,54.560993,12.549967,7.1,76.1,76.0
12692,2022-02-03 05:40:01,211626110,54.561017,12.550132,7.1,76.5,75.0
12693,2022-02-03 05:40:06,211626110,54.561063,12.550462,7.1,76.2,75.0
12694,2022-02-03 05:40:11,211626110,54.561095,12.550682,7.1,76.2,74.0
12695,2022-02-03 05:40:16,211187510,54.244428,9.614367,0.0,219.4,200.0
12696,2022-02-03 05:40:18,211626110,54.56115,12.551067,7.1,76.2,74.0
12697,2022-02-03 05:40:20,211626110,54.561173,12.55123,7.1,75.9,75.0
12698,2022-02-03 05:40:38,211626110,54.56131,12.552163,7.1,75.8,75.0
12699,2022-02-03 05:40:44,211626110,54.561358,12.552493,7.1,75.9,73.0
12700,2022-02-03 05:40:48,211626110,54.561392,12.552713,7.1,75.5,74.0
12701,2022-02-03 05:40:50,211626110,54.561417,12.552878,7.1,75.8,73.0
12702,2022-02-03 05:40:54,211626110,54.56144,12.553043,7.1,75.5,73.0
12703,2022-02-03 05:40:57,211626110,54.561473,12.553263,7.1,75.4,73.0
12704,2022-02-03 05:41:00,211626110,54.561498,12.553428,7.1,75.4,73.0
12705,2022-02-03 05:41:04,211626110,54.561523,12.553593,7.1,75.0,73.0
12706,2022-02-03 05:41:06,211626110,54.56155,12.553758,7.1,75.0,74.0
12707,2022-02-03 05:41:11,211626110,54.561583,12.553977,7.1,75.0,73.0
12708,2022-02-03 05:41:11,219003217,54.909087,9.78166,0.0,,29.0
12709,2022-02-03 05:41:13,211626110,54.56161,12.554142,7.1,74.9,74.0
12710,2022-02-03 05:41:18,211626110,54.561643,12.554362,7.1,75.1,74.0
12711,2022-02-03 05:41:24,211626110,54.561693,12.55469,7.1,74.9,73.0
12712,2022-02-03 05:41:30,211626110,54.561753,12.555073,7.1,74.8,73.0
12713,2022-02-03 05:41:36,211187510,54.244422,9.614362,0.0,224.5,199.0
12714,2022-02-03 05:41:38,211626110,54.561813,12.555457,7.1,75.0,74.0
12715,2022-02-03 05:41:44,211626110,54.561865,12.555785,7.1,74.8,74.0
12717,2022-02-03 05:41:51,211626110,54.561925,12.55617,7.1,74.7,73.0
12718,2022-02-03 05:41:57,211626110,54.561987,12.556553,7.1,74.9,73.0
12719,2022-02-03 05:42:01,211626110,54.562012,12.556717,7.1,74.7,73.0
12720,2022-02-03 05:42:04,211626110,54.562038,12.556882,7.1,74.9,74.0
12721,2022-02-03 05:42:06,211626110,54.562063,12.557047,7.1,74.9,73.0
12722,2022-02-03 05:42:14,211626110,54.562123,12.55743,7.1,74.9,74.0
12723,2022-02-03 05:42:17,211187510,54.244422,9.614367,0.0,260.5,199.0
12724,2022-02-03 05:42:21,211626110,54.562185,12.557813,7.1,74.6,74.0
12725,2022-02-03 05:42:24,211626110,54.562212,12.557978,7.1,74.7,74.0
12726,2022-02-03 05:42:30,211626110,54.562273,12.558362,7.1,74.9,76.0
12727,2022-02-03 05:42:38,211626110,54.562333,12.558748,7.1,75.4,76.0
12728,2022-02-03 05:42:44,211626110,54.562382,12.559078,7.2,75.8,76.0
12729,2022-02-03 05:42:48,211626110,54.562415,12.5593,7.1,76.1,76.0
12730,2022-02-03 05:42:51,211626110,54.562438,12.559467,7.1,76.3,76.0
12731,2022-02-03 05:42:54,211626110,54.562462,12.559632,7.2,76.4,75.0
12732,2022-02-03 05:42:57,211626110,54.562492,12.559853,7.1,76.4,76.0
12733,2022-02-03 05:43:00,211626110,54.562515,12.56002,7.2,76.5,76.0
12734,2022-02-03 05:43:03,211626110,54.562538,12.560187,7.2,76.5,75.0
12735,2022-02-03 05:43:06,211626110,54.56256,12.560353,7.2,76.5,75.0
12736,2022-02-03 05:43:10,211626110,54.562592,12.560577,7.2,76.5,76.0
12737,2022-02-03 05:43:14,211626110,54.562613,12.560743,7.2,76.5,74.0
12738,2022-02-03 05:43:17,211187510,54.24442,9.614373,0.0,90.6,199.0
12739,2022-02-03 05:43:20,211626110,54.562667,12.561133,7.2,76.5,75.0
12740,2022-02-03 05:43:30,211626110,54.562745,12.56169,7.2,76.3,75.0
12741,2022-02-03 05:43:36,211187510,54.244418,9.614375,0.0,314.8,200.0
12742,2022-02-03 05:43:38,211626110,54.5628,12.562078,7.2,76.4,77.0
12743,2022-02-03 05:43:44,211626110,54.562847,12.562412,7.2,76.6,76.0
12744,2022-02-03 05:43:48,211626110,54.562878,12.562633,7.2,76.7,77.0
12745,2022-02-03 05:43:57,211626110,54.562952,12.56319,7.2,77.1,78.0
12746,2022-02-03 05:44:00,211626110,54.562973,12.563357,7.2,77.2,77.0
12747,2022-02-03 05:44:04,211626110,54.562995,12.563523,7.2,77.4,78.0
12748,2022-02-03 05:44:06,211626110,54.563017,12.56369,7.2,77.6,78.0
12749,2022-02-03 05:44:10,211626110,54.563045,12.563913,7.2,77.4,77.0
12750,2022-02-03 05:44:14,211626110,54.563065,12.56408,7.2,77.8,77.0
12751,2022-02-03 05:44:21,211626110,54.563113,12.564472,7.2,77.7,76.0
12752,2022-02-03 05:44:24,211626110,54.563135,12.564638,7.2,77.7,76.0
12753,2022-02-03 05:44:38,211626110,54.563233,12.565418,7.2,77.3,75.0
12754,2022-02-03 05:44:44,211626110,54.563278,12.565752,7.2,76.9,75.0
12756,2022-02-03 05:44:48,211626110,54.563308,12.565975,7.2,77.0,74.0
12757,2022-02-03 05:44:50,211626110,54.563332,12.566142,7.2,76.6,74.0
12758,2022-02-03 05:44:54,211626110,54.563355,12.566307,7.2,76.5,75.0
12759,2022-02-03 05:45:06,211626110,54.563455,12.567028,7.2,76.8,76.0
12760,2022-02-03 05:45:10,211626110,54.563487,12.56725,7.2,77.0,77.0
12761,2022-02-03 05:45:14,211626110,54.563508,12.567418,7.2,76.8,77.0
12762,2022-02-03 05:45:17,211187510,54.244417,9.614373,0.0,250.5,198.0
12763,2022-02-03 05:45:21,211626110,54.563562,12.567807,7.2,77.3,78.0
12764,2022-02-03 05:45:24,211626110,54.563583,12.567973,7.2,77.4,77.0
12765,2022-02-03 05:45:30,211626110,54.563633,12.568365,7.2,77.4,76.0
12766,2022-02-03 05:45:38,211626110,54.563683,12.568755,7.2,77.3,75.0
12767,2022-02-03 05:45:44,211626110,54.563727,12.569088,7.2,77.2,74.0
12768,2022-02-03 05:45:48,211626110,54.563757,12.56931,7.2,76.7,75.0
12769,2022-02-03 05:45:51,211626110,54.56378,12.569477,7.1,76.9,74.0
12770,2022-02-03 05:45:54,211626110,54.563802,12.569643,7.1,76.5,73.0
12771,2022-02-03 05:45:57,211626110,54.563833,12.569863,7.1,76.3,74.0
12772,2022-02-03 05:46:06,211626110,54.563903,12.570362,7.2,76.2,77.0
12773,2022-02-03 05:46:10,211626110,54.563935,12.570583,7.2,76.3,77.0
12774,2022-02-03 05:46:14,211626110,54.563958,12.57075,7.2,76.7,76.0
12775,2022-02-03 05:46:24,211626110,54.564035,12.571305,7.2,76.7,74.0
12776,2022-02-03 05:46:38,211626110,54.564143,12.572082,7.2,76.4,77.0
12777,2022-02-03 05:46:44,211626110,54.56419,12.572415,7.2,76.7,77.0
12778,2022-02-03 05:46:48,211626110,54.56422,12.572637,7.2,76.9,76.0
12779,2022-02-03 05:46:51,211626110,54.564243,12.572805,7.2,76.9,76.0
12780,2022-02-03 05:46:54,211626110,54.564265,12.572972,7.2,76.8,75.0
12781,2022-02-03 05:46:57,211626110,54.564295,12.573195,7.2,76.9,74.0
12782,2022-02-03 05:47:06,211626110,54.564365,12.573695,7.2,76.2,73.0
12783,2022-02-03 05:47:10,211626110,54.564398,12.573918,7.2,76.1,75.0
12784,2022-02-03 05:47:13,219003217,54.909138,9.78163,0.0,,21.0
12786,2022-02-03 05:47:24,211626110,54.564503,12.57464,7.2,76.1,76.0
12787,2022-02-03 05:47:38,211626110,54.564613,12.57542,7.2,76.6,77.0
12788,2022-02-03 05:47:44,211626110,54.564658,12.575755,7.2,77.0,77.0
12790,2022-02-03 05:47:48,211626110,54.564688,12.57598,7.2,76.8,77.0
12791,2022-02-03 05:47:51,211626110,54.564712,12.576147,7.2,77.2,77.0
12792,2022-02-03 05:47:54,211626110,54.564733,12.576315,7.2,77.1,78.0
12793,2022-02-03 05:47:57,211626110,54.564763,12.57654,7.2,77.5,77.0
12794,2022-02-03 05:48:06,211626110,54.564827,12.577045,7.2,77.7,77.0
12795,2022-02-03 05:48:14,211626110,54.564875,12.577438,7.2,77.9,76.0
12796,2022-02-03 05:48:20,211626110,54.564923,12.57783,7.2,77.9,76.0
12797,2022-02-03 05:48:24,211626110,54.564945,12.577998,7.2,77.5,76.0
12798,2022-02-03 05:48:31,211626110,54.564995,12.578392,7.2,77.5,76.0
12799,2022-02-03 05:48:38,211626110,54.565047,12.578783,7.2,77.5,75.0
12800,2022-02-03 05:48:44,211626110,54.565092,12.57912,7.2,77.2,76.0
12801,2022-02-03 05:48:48,211626110,54.565122,12.579343,7.2,76.9,75.0
12802,2022-02-03 05:48:51,211626110,54.565145,12.579512,7.2,76.9,75.0
12803,2022-02-03 05:48:54,211626110,54.565167,12.57968,7.2,77.0,75.0
12804,2022-02-03 05:48:57,211626110,54.565198,12.579903,7.2,76.5,75.0
12805,2022-02-03 05:49:06,211626110,54.565268,12.580405,7.2,76.4,74.0
12806,2022-02-03 05:49:11,211626110,54.5653,12.580628,7.2,76.4,74.0
12807,2022-02-03 05:49:14,211626110,54.565325,12.580795,7.2,76.2,73.0
12808,2022-02-03 05:49:18,211626110,54.565357,12.581018,7.2,76.1,74.0
12809,2022-02-03 05:49:21,211626110,54.565382,12.581185,7.2,75.8,73.0
12810,2022-02-03 05:49:24,211626110,54.565407,12.581352,7.2,75.7,73.0
12811,2022-02-03 05:49:31,211626110,54.565465,12.581742,7.2,75.4,74.0
12812,2022-02-03 05:49:38,211626110,54.565525,12.58213,7.2,75.3,77.0
12813,2022-02-03 05:49:48,211626110,54.565608,12.582685,7.2,75.8,76.0
12814,2022-02-03 05:49:54,211626110,54.565658,12.583018,7.2,75.7,76.0
12815,2022-02-03 05:49:57,211626110,54.56569,12.583242,7.2,76.1,76.0
12816,2022-02-03 05:50:03,211626110,54.565738,12.583577,7.2,76.1,76.0
12817,2022-02-03 05:50:06,211626110,54.565762,12.583743,7.2,76.2,76.0
12818,2022-02-03 05:50:18,211626110,54.565847,12.584358,7.2,76.4,76.0
12819,2022-02-03 05:50:20,211626110,54.56587,12.584525,7.2,76.7,76.0
12820,2022-02-03 05:50:23,211626110,54.565893,12.584693,7.2,76.5,77.0
12821,2022-02-03 05:50:30,211626110,54.565947,12.585085,7.2,76.8,77.0
12822,2022-02-03 05:50:38,211626110,54.565998,12.585477,7.2,77.1,77.0
12823,2022-02-03 05:50:44,211626110,54.566043,12.585813,7.2,77.2,77.0
12824,2022-02-03 05:50:48,211626110,54.566072,12.586037,7.2,77.3,76.0
12825,2022-02-03 05:50:51,211626110,54.566093,12.586205,7.2,77.2,76.0
12826,2022-02-03 05:50:54,211626110,54.566115,12.586373,7.2,77.4,76.0
12827,2022-02-03 05:50:56,211187510,54.244425,9.614378,0.0,216.6,200.0
12828,2022-02-03 05:50:57,211626110,54.566145,12.586598,7.2,77.3,76.0
12829,2022-02-03 05:51:00,211626110,54.566167,12.586767,7.2,77.4,76.0
12830,2022-02-03 05:51:04,211626110,54.566188,12.586937,7.2,77.2,76.0
12831,2022-02-03 05:51:06,211626110,54.56621,12.587105,7.2,77.3,76.0
12832,2022-02-03 05:51:10,211626110,54.56624,12.58733,7.2,77.2,76.0
12833,2022-02-03 05:51:14,211626110,54.566262,12.587498,7.2,77.2,76.0
12834,2022-02-03 05:51:18,211626110,54.566292,12.587723,7.2,77.2,76.0
12835,2022-02-03 05:51:19,211626110,54.566292,12.587723,7.2,77.2,76.0
12836,2022-02-03 05:51:21,211626110,54.566313,12.587892,7.2,77.2,76.0
12837,2022-02-03 05:51:24,211626110,54.566337,12.588062,7.2,77.2,77.0
12838,2022-02-03 05:51:38,211626110,54.566438,12.588848,7.2,77.5,76.0
12839,2022-02-03 05:51:54,211626110,54.566557,12.58975,7.2,77.3,75.0
12840,2022-02-03 05:51:57,211626110,54.566587,12.589975,7.2,76.9,75.0
12841,2022-02-03 05:52:00,211626110,54.56661,12.590145,7.2,77.1,75.0
12842,2022-02-03 05:52:03,211626110,54.566632,12.590313,7.2,76.9,74.0
12843,2022-02-03 05:52:10,211626110,54.566687,12.590707,7.2,76.7,74.0
12844,2022-02-03 05:52:14,211626110,54.56671,12.590875,7.2,76.3,73.0
12845,2022-02-03 05:52:18,211626110,54.566742,12.591098,7.2,76.3,74.0
12846,2022-02-03 05:52:24,211626110,54.566792,12.591433,7.2,75.7,73.0
12847,2022-02-03 05:52:31,211626110,54.56685,12.591823,7.2,75.4,76.0
12848,2022-02-03 05:52:38,211626110,54.566908,12.592213,7.2,75.7,77.0
12849,2022-02-03 05:52:44,211626110,54.566957,12.592548,7.2,76.3,76.0
12850,2022-02-03 05:52:51,211626110,54.567012,12.592938,7.2,76.4,75.0
12851,2022-02-03 05:52:54,211626110,54.567035,12.593105,7.2,76.2,76.0
12852,2022-02-03 05:52:56,211187510,54.244422,9.614375,0.0,195.2,200.0
12853,2022-02-03 05:52:57,211626110,54.567067,12.593328,7.2,76.5,76.0
12854,2022-02-03 05:53:00,211626110,54.56709,12.593495,7.2,76.4,76.0
12855,2022-02-03 05:53:04,211626110,54.567115,12.593663,7.2,76.3,76.0
12856,2022-02-03 05:53:06,211626110,54.567138,12.59383,7.2,76.5,76.0
12857,2022-02-03 05:53:10,211626110,54.56717,12.594053,7.2,76.4,76.0
12858,2022-02-03 05:53:11,219003217,54.909085,9.781653,0.1,62.5,23.0
12859,2022-02-03 05:53:14,211626110,54.567193,12.594222,7.2,76.6,77.0
12860,2022-02-03 05:53:18,211626110,54.567225,12.594445,7.2,76.6,77.0
12861,2022-02-03 05:53:21,211626110,54.567248,12.594613,7.2,76.8,77.0
12863,2022-02-03 05:53:24,211626110,54.567272,12.59478,7.2,76.7,77.0
12864,2022-02-03 05:53:38,211626110,54.567377,12.595565,7.2,77.2,76.0
12865,2022-02-03 05:53:44,211626110,54.567422,12.595902,7.2,77.3,76.0
12867,2022-02-03 05:53:51,211626110,54.567475,12.596295,7.2,77.1,76.0
12868,2022-02-03 05:53:54,211626110,54.567497,12.596465,7.3,77.0,75.0
12869,2022-02-03 05:53:57,211626110,54.567528,12.596688,7.3,76.8,75.0
12870,2022-02-03 05:54:04,211626110,54.567573,12.597027,7.3,76.6,75.0
12871,2022-02-03 05:54:06,211626110,54.567598,12.597195,7.3,76.5,74.0
12872,2022-02-03 05:54:11,211626110,54.567628,12.59742,7.3,76.4,75.0
12873,2022-02-03 05:54:14,211626110,54.567653,12.597588,7.3,76.3,74.0
12874,2022-02-03 05:54:18,211626110,54.567685,12.597813,7.3,76.3,75.0
12875,2022-02-03 05:54:20,211626110,54.567708,12.597982,7.3,76.1,75.0
12876,2022-02-03 05:54:24,211626110,54.567733,12.59815,7.3,76.1,74.0
12877,2022-02-03 05:54:30,211626110,54.56779,12.598545,7.3,75.9,75.0
12878,2022-02-03 05:54:38,211626110,54.567847,12.598938,7.3,75.7,74.0
12879,2022-02-03 05:54:44,211626110,54.567895,12.599277,7.3,75.5,74.0
12880,2022-02-03 05:54:51,211626110,54.567953,12.59967,7.3,75.3,73.0
12881,2022-02-03 05:54:54,211626110,54.56798,12.599838,7.3,75.3,73.0
12882,2022-02-03 05:54:57,211626110,54.568013,12.600063,7.3,75.2,73.0
12883,2022-02-03 05:55:06,211626110,54.568092,12.600567,7.3,74.9,73.0
12884,2022-02-03 05:55:10,211626110,54.568127,12.600792,7.3,74.8,73.0
12885,2022-02-03 05:55:14,211626110,54.568153,12.60096,7.3,74.7,72.0
12886,2022-02-03 05:55:16,211187510,54.244425,9.614382,0.0,294.4,198.0
12887,2022-02-03 05:55:18,211626110,54.568188,12.601183,7.3,74.5,74.0
12888,2022-02-03 05:55:30,211626110,54.568303,12.60191,7.3,75.1,76.0
12889,2022-02-03 05:55:38,211626110,54.568362,12.602303,7.3,75.4,76.0
12890,2022-02-03 05:55:44,211626110,54.568412,12.60264,7.3,75.5,76.0
12891,2022-02-03 05:55:48,211626110,54.568445,12.602865,7.3,75.7,76.0
12892,2022-02-03 05:55:50,211626110,54.56847,12.603033,7.3,75.8,76.0
12893,2022-02-03 05:55:54,211626110,54.568493,12.603203,7.3,76.0,76.0
12894,2022-02-03 05:55:57,211626110,54.568527,12.603427,7.3,75.9,77.0
12895,2022-02-03 05:56:04,211626110,54.568573,12.603765,7.3,76.2,76.0
12896,2022-02-03 05:56:06,211626110,54.568598,12.603933,7.3,76.4,76.0
12897,2022-02-03 05:56:11,211626110,54.568628,12.604158,7.3,76.5,75.0
12898,2022-02-03 05:56:11,219003217,54.909088,9.781615,0.0,,26.0
12899,2022-02-03 05:56:14,211626110,54.568653,12.604328,7.3,76.4,75.0
12900,2022-02-03 05:56:18,211626110,54.568683,12.604553,7.3,76.6,73.0
12901,2022-02-03 05:56:24,211626110,54.568732,12.60489,7.3,76.3,73.0
12902,2022-02-03 05:56:30,211626110,54.568788,12.605283,7.3,75.8,73.0
12903,2022-02-03 05:56:44,211626110,54.568897,12.606013,7.3,75.5,74.0
12905,2022-02-03 05:56:48,211626110,54.56893,12.606237,7.3,75.6,73.0
12906,2022-02-03 05:56:51,211626110,54.568955,12.606405,7.3,75.3,73.0
12907,2022-02-03 05:56:54,211626110,54.568982,12.606573,7.3,75.4,73.0
12908,2022-02-03 05:56:57,211626110,54.569015,12.606798,7.3,75.1,72.0
12909,2022-02-03 05:57:04,211626110,54.569068,12.607137,7.3,75.1,74.0
12910,2022-02-03 05:57:06,211626110,54.569093,12.607305,7.3,74.8,74.0
12911,2022-02-03 05:57:10,211626110,54.569128,12.60753,7.3,75.2,74.0
12912,2022-02-03 05:57:17,211187510,54.244427,9.614368,0.0,241.1,198.0
12913,2022-02-03 05:57:18,211626110,54.569188,12.607923,7.3,75.1,73.0
